id,impressions,age_0_9,age_10s,age_20s,age_30s,age_40s,age_50_plus,gender_male,gender_female,reason
hfdtrP8BWyA,7,0.0,0.1,0.3,0.4,0.15,0.05,0.15,0.85,"This video primarily focuses on cooking and household tips, which often appeal to a female audience interested in daily home management. The detailed and traditional cooking methods are likely to attract viewers in their 20s to 40s who are establishing or managing their households."
hE3WQXDWWxc,34,0.0,0.4,0.5,0.1,0.0,0.0,0.2,0.8,"This video likely appeals to younger audiences, particularly teenagers and young adults, due to its focus on romantic themes and emotional expression. The majority female audience is expected given the emphasis on love and relationships, which often resonates more with young women."
YxLPeB2OjJ4,22,0.0,0.05,0.35,0.4,0.15,0.05,0.3,0.7,"This video focuses on common language mistakes made by Korean speakers when communicating in English, which is relevant to young adults and middle-aged viewers who are actively improving their language skills. The content is particularly appealing to women, as they often engage more with language learning and cultural nuances."
BBADoPCuvR0,14,0.0,0.1,0.2,0.4,0.2,0.1,0.3,0.7,"This video likely appeals to viewers interested in personal stories of overcoming adversity and cultural transitions, which may resonate more with adults who have significant life experiences. Additionally, the narrative of adaptation and resilience might attract a slightly higher female audience, who are often engaged in empathetic storytelling."
1xjlsPt-uBs,1,0.0,0.1,0.25,0.35,0.2,0.1,0.3,0.7,"This video focuses on home gardening, a topic that generally appeals to adults who have an interest in home improvement and self-sufficiency. It might attract more female viewers as they often engage in gardening as a hobby."
m03bNgR08tg,1,0.0,0.1,0.5,0.3,0.1,0.0,0.4,0.6,"This video appears to be a music-based content focusing on romance and emotional themes, which often resonates well with younger demographics, particularly those in their 20s and 30s. The emotional and perhaps dramatic nature of the content might appeal slightly more to women, who traditionally engage more with such themes."
wd2-_KVo9Wo,1,0.0,0.1,0.2,0.3,0.3,0.1,0.3,0.7,"This video presents a romantic and nostalgic theme, which tends to attract more female viewers. The emotional and reflective nature of the content might appeal more to audiences in their 30s and 40s, who often appreciate tales of love and longing."
EhQr8hX12Nc,1,0.0,0.05,0.2,0.35,0.3,0.1,0.6,0.4,"This video discusses the process of writing a resignation letter, which is typically of interest to adults in the workforce, particularly those considering a change in employment. The content is more relevant to individuals in their 30s and 40s, with a slight male skew due to potential interest in corporate procedures."
upDD4WUeb0s,1,0.0,0.05,0.1,0.5,0.25,0.1,0.3,0.7,"This video is likely to attract viewers who are interested in self-improvement and mindfulness, which tends to appeal more to individuals in their 30s and 40s. Additionally, the focus on emotional well-being and personal space management may resonate more with female audiences."
CZtPd1_5POI,1,0.05,0.3,0.4,0.15,0.05,0.05,0.4,0.6,"This video predominantly features paper craft tutorials, which are generally popular among younger audiences, particularly teenagers and young adults due to their creative and hands-on nature. The content is likely to attract more female viewers as crafting and DIY activities often see higher engagement from women."
ioYF9TWWsmk,1,0.0,0.0,0.05,0.15,0.35,0.45,0.4,0.6,"This video is primarily focused on the medical and scientific aspects of early lung cancer diagnosis, which is more relevant to older adults who may be at risk or know someone affected. The content is likely to attract more female viewers, as research and healthcare topics often do."
OSoSzdhqeUc,1,0.0,0.0,0.0,0.1,0.3,0.6,0.3,0.7,"This video likely appeals to an older audience, particularly those in their 40s and 50s, as it features traditional music and community events which are often appreciated by this demographic. The content seems to resonate more with female viewers, possibly due to the cultural and communal aspects highlighted in the video."
lCQ00pTK4Lg,1,0.05,0.3,0.4,0.15,0.05,0.05,0.5,0.5,"This video appears to be a music or entertainment-focused piece, likely to attract a younger audience who enjoy such content. The laughter and applause suggest a lighthearted and engaging theme, appealing equally to both male and female viewers."
MI_UxQLXQYQ,14,0.0,0.0,0.1,0.2,0.3,0.4,0.4,0.6,"This video discusses blood pressure management and lifestyle changes, topics that are more relevant to middle-aged to older adults concerned with health issues. Additionally, the content may appeal slightly more to women interested in health and wellness, as indicated by the detailed discussion on dietary habits."
scYEQR1zHE4,32,0.0,0.05,0.1,0.25,0.3,0.3,0.7,0.3,"This video discusses medical and forensic topics in detail, which typically attract an older audience interested in health and science. The technical nature of the content may appeal more to men, who statistically show higher interest in scientific and forensic analysis."
ZZXzCNLAQjI,5,0.05,0.15,0.3,0.3,0.15,0.05,0.6,0.4,"This video seems to be a casual, friendly vlog that might appeal to younger adults and those in their 30s due to its relaxed and social atmosphere. The focus on food, social gatherings, and informal dialogue suggests a slightly male-skewed audience, possibly attracted to the camaraderie and light-hearted content."
X-8mxqfpPq0,12,0.1,0.4,0.4,0.1,0.0,0.0,0.5,0.5,"This video primarily targets learners of the English language, which often includes teenagers and young adults who are actively engaged in educational content. The balanced gender distribution reflects a general interest in language learning across both males and females."
srk8PElRYXQ,56,0.0,0.1,0.2,0.3,0.25,0.15,0.3,0.7,"This video delves into family dynamics and emotional resolutions, themes that resonate strongly with women and older audiences. The narrative's focus on relationships and personal growth likely appeals more to adult viewers, particularly women, who may relate to the familial roles and emotional depth presented."
YO6GwBKIlk0,35,0.05,0.15,0.4,0.25,0.1,0.05,0.3,0.7,"This video predominantly engages with topics like relationship advice and emotional support, which tend to resonate more with a younger, predominantly female audience. The conversational style and the presence of female callers further suggest a higher likelihood of attracting viewers from the 20-30 age group, especially women."
SJDUWTssojk,24,0.0,0.05,0.1,0.15,0.35,0.35,0.3,0.7,"This video focuses on traditional Korean ingredients and rural life, content that likely resonates more with middle-aged to older adults. Additionally, the detailed cooking processes and traditional food preparation could be more appealing to women who are often more engaged in culinary content."
k61WWpfYbsI,2,0.05,0.3,0.4,0.15,0.05,0.05,0.4,0.6,"This video is likely to be appealing to younger audiences, particularly those in their teens and twenties, due to its playful and lighthearted tone centered around pets. The presence of cute animals and the casual conversation style may attract a slightly higher percentage of female viewers."
XZiV5p_cBDo,2,0.0,0.05,0.4,0.35,0.15,0.05,0.4,0.6,"This video seems to target young adults due to its drama-centric storyline and themes of wealth and social status. The content is likely to appeal more to women, given its focus on relationships and emotional drama."
2WZyEbGJQxU,2,0.05,0.15,0.3,0.3,0.1,0.1,0.4,0.6,"This video primarily appeals to a younger audience, especially those in their 20s and 30s, due to its focus on a music competition with emotional performances. The video likely attracts more female viewers because of the emotional and supportive interactions shown among participants."
851V3rp6gBA,2,0.0,0.1,0.2,0.3,0.3,0.1,0.4,0.6,"This video involves casual conversation involving everyday concerns and social issues, which tend to appeal more to adults and middle-aged audiences. The topics discussed, such as political opinions and daily life struggles, are likely more relevant to a slightly older and predominantly female demographic."
HYU3W_N6HAQ,57,0.05,0.1,0.3,0.35,0.15,0.05,0.2,0.8,"This video focuses on home decor, family life, and daily living routines, which are topics generally more appealing to women. The detailed discussions on interior design and family-oriented content suggest an audience primarily in their 20s to 40s, who are often interested in such subjects."
w4W5NuVvYfU,23,0.05,0.1,0.2,0.3,0.25,0.1,0.3,0.7,"This video, featuring Im Young Woong, is likely to attract a middle-aged female audience due to his popularity as a ballad singer among these demographics. The style and content of the video appear to appeal more to women in their 30s and 40s, who are known to be his primary fan base."
pK_Fb3TCTQ0,2,0.0,0.1,0.3,0.3,0.2,0.1,0.6,0.4,"This video appears to be heavily focused on music, which tends to attract a younger to middle-aged audience. The repetitive and rhythmic nature may appeal slightly more to males, given its potential alignment with energetic music genres."
